Product ID,Title,Handle,Frontend URL,Backend URL,Image URL
6218329489590,BEEF MINCE(80:20) 1KG PACK CLASS A,beef-mince80-20-1kg-pack-class-a,https://spar-tdmc-test-store.myshopify.com/products/beef-mince80-20-1kg-pack-class-a,https://spar-tdmc-test-store.myshopify.com/admin/products/6218329489590,https://product.spar.net/image/6001008694295?clientId=cc3b9dd9-1b29-409d-9920-035124c65392&h=b4888e28913e5641d9459d1e9de1fbbed06ecbb733429e7d771e17fc93c38371&width=400&height=400&angle=TopLeft&failover=true&format=jpeg
6218456531126,FANTA ORANGE 2LT,5449000010049,https://spar-tdmc-test-store.myshopify.com/products/5449000010049,https://spar-tdmc-test-store.myshopify.com/admin/products/6218456531126,https://product.spar.net/image/6001008694295?clientId=cc3b9dd9-1b29-409d-9920-035124c65392&h=b4888e28913e5641d9459d1e9de1fbbed06ecbb733429e7d771e17fc93c38371&width=400&height=400&angle=TopLeft&failover=true&format=jpeg
